Unnamed: 0,trialNumber,runNumber,visualSet,audioSet,visual,audio,combinationConditionalProbability,correctResponse,chosenKey,accurate,reward,startTime,stimulusOnsetTime,stimulusOffsetTime,responsePressTime,responseTime,feedbackOnsetTime,feedbackOffsetTime,responseTimeThreshold,totalAccuracy,totalErrorRate,accurateIndex,inaccurateIndex,participantID,stimulusPair
133,14,3,2,1,1,1,0.35,0,0,1,1,72.3380733000001,73.0235113000001,74.4374717000001,74.4373658,1.41385449999984,76.5493266000001,77.5573744999999,3.5,0.857142857142857,0.142857142857143,12,3,5,"(1, 1)"
134,15,3,2,1,1,2,0.5,1,1,1,1,77.5649264000001,78.2440104,80.1028077999999,80.1027128999999,1.85870249999994,82.2145370999999,83.222624,3.5,0.866666666666667,0.133333333333333,13,3,5,"(1, 2)"
135,16,3,2,1,0,0,0.5,1,1,1,0,83.2303414,83.9156032999999,85.6267978999999,85.626704,1.71110070000009,87.7389498,88.7470542999999,3.5,0.875,0.125,14,3,5,"(0, 0)"
136,17,3,2,1,1,1,0.35,0,0,1,1,88.7537873000001,89.4421462,91.4808127000001,91.4807221000001,2.03857590000007,93.5926265000001,94.6008449000001,3.5,0.882352941176471,0.117647058823529,15,3,5,"(1, 1)"
137,18,3,2,1,2,0,0.35,0,0,1,1,94.6073636000001,95.3019899999999,96.9145422000001,96.3394034,1.0374134000001,99.0182801000001,100.0257795,3.5,0.888888888888889,0.111111111111111,16,3,5,"(2, 0)"
138,19,3,2,1,0,0,0.5,1,1,1,0,100.0550051,100.755251,102.3184956,101.8435011,1.0882501000001,104.4220393,105.4291551,3.5,0.894736842105263,0.105263157894737,17,3,5,"(0, 0)"
139,20,3,2,1,1,2,0.5,1,1,1,1,105.4362926,106.1087962,107.5232857,107.5231965,1.41440030000012,109.6354348,110.6433352,3.5,0.9,0.1,18,3,5,"(1, 2)"
140,21,3,2,1,0,2,0.35,0,0,1,1,110.6500987,111.3270844,112.95311,112.9530186,1.62593419999985,115.0649382,116.072975,3.5,0.904761904761905,0.0952380952380952,19,3,5,"(0, 2)"
141,22,3,2,1,0,0,0.5,1,0,0,1,116.0798213,116.7592291,119.1248198,119.124728,2.36549889999992,121.2368456,122.2447346,3.5,0.863636363636364,0.136363636363636,20,3,5,"(0, 0)"
142,23,3,2,1,1,2,0.5,1,1,1,0,122.2517373,122.9271539,124.861153,124.8610602,1.93390629999999,126.9729127,127.9808389,3.5,0.869565217391304,0.130434782608696,20,4,5,"(1, 2)"
143,24,3,2,1,1,1,0.35,0,0,1,1,127.9873986,128.6644261,131.3156854,131.3155908,2.65116469999998,133.4275204,134.4354437,3.5,0.875,0.125,21,4,5,"(1, 1)"
144,25,3,2,1,2,0,0.35,0,0,1,1,134.4611908,135.1377277,137.1591644,136.3869318,1.24920409999982,139.2974171,140.328961,3.5,0.88,0.12,22,4,5,"(2, 0)"
145,26,3,2,1,0,0,0.5,1,1,1,0,140.5292553,141.913187,143.4945781,143.0109229,1.09773589999986,145.6110295,146.6355691,3.5,0.884615384615385,0.115384615384615,23,4,5,"(0, 0)"
146,27,3,2,1,0,2,0.35,0,0,1,1,146.7690787,147.9389941,149.5160463,149.1869442,1.24795010000003,151.6350715,152.6688204,3.5,0.888888888888889,0.111111111111111,24,4,5,"(0, 2)"
147,28,3,2,1,1,2,0.5,1,1,1,0,152.8235906,154.1861424,156.4861192,155.5235821,1.3374397,158.6224885,159.6552668,3.5,0.892857142857143,0.107142857142857,25,4,5,"(1, 2)"
148,29,3,2,1,1,2,0.5,1,1,1,1,159.8166812,160.8150043,162.6937699,162.6936526,1.8786482999999,164.8055821,165.8139453,3.5,0.896551724137931,0.103448275862069,26,4,5,"(1, 2)"
149,30,3,2,1,2,0,0.35,0,0,1,1,165.8206732,166.5536502,168.4298944,168.429802,1.87615180000012,170.5417342,171.5497309,3.5,0.9,0.1,27,4,5,"(2, 0)"
150,31,3,2,1,2,1,0.5,1,1,1,0,171.5567039,172.2345879,173.6599804,173.659883,1.42529510000008,175.7714785,176.7795393,3.5,0.903225806451613,0.0967741935483871,28,4,5,"(2, 1)"
151,32,3,2,1,2,1,0.5,1,1,1,1,176.8026949,177.4751654,178.9717596,178.9716032,1.49643780000019,181.0838718,182.0921569,3.5,0.90625,0.09375,29,4,5,"(2, 1)"
152,33,3,2,1,1,2,0.5,1,1,1,1,182.1000689,182.7770583,185.0258002,185.0257051,2.24864679999996,187.137573,188.1455381,3.5,0.909090909090909,0.0909090909090909,30,4,5,"(1, 2)"
153,34,3,2,1,1,2,0.5,1,1,1,1,188.1529495,189.3550456,190.9297033,190.7475729,1.39252729999998,193.0345318,194.0458747,3.5,0.911764705882353,0.0882352941176471,31,4,5,"(1, 2)"
154,35,3,2,1,0,1,0.15,0,0,1,0,194.0636177,194.819055,196.7925619,196.7924447,1.9733897000001,198.9044734,199.9127427,3.5,0.914285714285714,0.0857142857142857,32,4,5,"(0, 1)"
155,36,3,2,1,0,1,0.15,0,0,1,1,199.9208647,200.5924671,202.3637991,202.3637045,1.77123740000002,204.4756184,205.4839472,3.5,0.916666666666667,0.0833333333333334,33,4,5,"(0, 1)"
156,37,3,2,1,2,1,0.5,1,1,1,0,205.4906061,207.1618221,208.72431,208.7242108,1.56238869999993,210.8368816,211.8458731,3.5,0.918918918918919,0.081081081081081,34,4,5,"(2, 1)"
157,38,3,2,1,0,2,0.35,0,0,1,1,211.8658312,212.5986497,214.472101,214.4720089,1.87335919999987,216.5839647,217.5927529,3.5,0.921052631578947,0.0789473684210527,35,4,5,"(0, 2)"
158,39,3,2,1,2,0,0.35,0,0,1,1,217.5996225,218.3301913,219.8888034,219.5149056,1.1847143,221.9926971,223.0007971,3.5,0.923076923076923,0.0769230769230769,36,4,5,"(2, 0)"
159,40,3,2,1,1,0,0.15,0,0,1,1,223.0082126,223.7410897,225.3672392,225.3671473,1.62605759999997,227.4791357,228.4870742,3.5,0.925,0.075,37,4,5,"(1, 0)"
160,41,3,2,1,1,2,0.5,1,1,1,1,228.4929917,229.1676528,231.4919969,231.4919048,2.32425199999989,233.6038736,234.6121127,3.5,0.926829268292683,0.073170731707317,38,4,5,"(1, 2)"
161,42,3,2,1,0,0,0.5,1,1,1,1,234.6193239,236.3673429,239.0995046,239.0994041,2.73206120000009,241.211515,242.2200649,3.5,0.928571428571429,0.0714285714285714,39,4,5,"(0, 0)"
162,43,3,2,1,1,2,0.5,1,1,1,0,242.2297598,242.9180365,244.4996949,244.1391361,1.22109960000012,246.6036065,247.6115451,3.5,0.930232558139535,0.0697674418604651,40,4,5,"(1, 2)"
163,44,3,2,1,0,0,0.5,1,1,1,1,247.6285505,248.3683478,249.9493089,249.2433521,0.875004300000001,252.0532144,253.0610447,3.5,0.931818181818182,0.0681818181818182,41,4,5,"(0, 0)"
164,45,3,2,1,2,1,0.5,1,1,1,1,253.0680013,253.8325389,255.3890118,255.1311372,1.29859830000009,257.4926066,258.5005998,3.5,0.933333333333333,0.0666666666666667,42,4,5,"(2, 1)"
165,46,3,2,1,0,2,0.35,0,0,1,1,258.5066246,259.1817865,260.7028146,260.7027204,1.52093390000005,262.8147315,263.8228008,3.5,0.934782608695652,0.0652173913043478,43,4,5,"(0, 2)"
166,47,3,2,1,0,0,0.5,1,1,1,0,263.8309297,264.5077715,266.1445003,266.1444092,1.63663769999994,268.2570513,269.2651626,3.5,0.936170212765957,0.0638297872340425,44,4,5,"(0, 0)"
167,48,3,2,1,1,0,0.15,0,0,1,0,269.2711954,269.8923821,271.449415,270.8589224,0.966540299999906,273.5531783,274.5605315,3.5,0.9375,0.0625,45,4,5,"(1, 0)"
168,49,3,2,1,1,2,0.5,1,1,1,1,274.5704823,275.237968,276.7894321,276.5713107,1.3333427,278.8929191,279.9008471,3.5,0.938775510204082,0.0612244897959183,46,4,5,"(1, 2)"
169,50,3,2,1,1,0,0.15,0,0,1,1,279.9075281,280.577326,282.1291723,281.3232857,0.745959699999958,284.2329467,285.2405732,3.5,0.94,0.0600000000000001,47,4,5,"(1, 0)"
170,51,3,2,1,0,0,0.5,1,1,1,0,285.25782,285.9326712,287.4975135,286.9632342,1.03056300000003,289.6017264,290.6100177,3.5,0.941176470588235,0.0588235294117647,48,4,5,"(0, 0)"
171,52,3,2,1,0,2,0.35,0,0,1,1,290.6246886,291.6869509,293.2641063,292.954925,1.26797409999995,295.3749832,296.3858648,3.5,0.942307692307692,0.0576923076923077,49,4,5,"(0, 2)"
172,53,3,2,1,0,2,0.35,0,0,1,1,296.4121508,297.083645,298.9476469,298.9475293,1.86388430000011,301.0595978,302.0676895,3.5,0.943396226415094,0.0566037735849056,50,4,5,"(0, 2)"
173,54,3,2,1,2,2,0.15,0,0,1,0,302.0804106,303.5374462,305.2373516,305.2372548,1.6998086000001,307.3693825,308.3960634,3.5,0.944444444444444,0.0555555555555556,51,4,5,"(2, 2)"
174,55,3,2,1,0,0,0.5,1,1,1,1,308.5540367,309.2907409,310.8567611,310.483577,1.19283610000002,312.9657774,313.975513,3.5,0.945454545454545,0.0545454545454546,52,4,5,"(0, 0)"
175,56,3,2,1,2,1,0.5,1,1,1,1,313.9881223,316.1988767,317.7851123,317.5072411,1.30836440000007,319.9042748,320.9313815,3.5,0.946428571428571,0.0535714285714286,53,4,5,"(2, 1)"
176,57,3,2,1,2,1,0.5,1,1,1,1,321.1118503,321.7841773,323.6730651,323.0916218,1.30744449999997,325.8169583,326.8457293,3.5,0.947368421052632,0.0526315789473685,54,4,5,"(2, 1)"
177,58,3,2,1,2,0,0.35,0,0,1,0,326.9896553,327.9834422,329.6777823,329.6776627,1.6942204999998,331.7896029,332.7979999,3.5,0.948275862068966,0.0517241379310345,55,4,5,"(2, 0)"
178,59,3,2,1,0,1,0.15,0,0,1,1,332.8105368,333.7383634,335.4492646,335.4491713,1.71080789999996,337.5666087,338.5862317,3.5,0.949152542372881,0.0508474576271186,56,4,5,"(0, 1)"
179,60,3,2,1,2,2,0.15,0,0,1,1,338.5991995,339.2834345,341.9141126,340.546989,1.26355449999983,344.0564543,345.0844238,3.5,0.95,0.05,57,4,5,"(2, 2)"
180,1,4,3,3,2,0,0.35,0,1,0,0,0.0032208999998601,0.683144899999888,2.63310279999996,2.63300389999995,1.94985900000006,4.75934829999983,5.7716441,3.5,0.0,1.0,1,1,5,"(2, 0)"
181,2,4,3,3,0,2,0.35,0,1,0,0,5.82613309999988,6.50589409999998,7.95706999999993,7.95697559999985,1.45108149999987,10.0688258,11.0769879999998,3.5,0.0,1.0,1,2,5,"(0, 2)"
182,3,4,3,3,0,0,0.5,1,1,1,0,11.2150585999998,13.1567943999999,14.5649541999999,14.5648593999999,1.40806500000008,16.6817037999999,17.7034183999999,3.5,0.333333333333333,0.666666666666667,1,3,5,"(0, 0)"
183,4,4,3,3,2,2,0.15,0,0,1,0,17.8000611999998,18.5003468999998,20.2773373,20.2772422999999,1.77689540000006,22.3891606999998,23.3976335999998,3.5,0.5,0.5,2,3,5,"(2, 2)"
184,5,4,3,3,1,2,0.5,1,0,0,1,23.4046736999999,24.1652204,26.9070609999999,26.9069651,2.74174470000003,29.0189828,30.0279326999998,3.5,0.4,0.6,3,3,5,"(1, 2)"
185,6,4,3,3,1,2,0.5,1,0,0,1,30.0356557,30.7089401999999,32.2646004999999,32.0173467999998,1.3084065999999,34.3685676999999,35.3768736999998,3.5,0.333333333333333,0.666666666666667,3,4,5,"(1, 2)"
186,7,4,3,3,1,0,0.15,0,1,0,0,35.3839169999999,36.0137026,37.5968845999998,37.3453281999998,1.33162559999982,39.7007971999999,40.7080325999998,3.5,0.285714285714286,0.714285714285714,3,5,5,"(1, 0)"
187,8,4,3,3,2,2,0.15,0,0,1,1,40.7185236999999,41.4045729999998,43.0494016,42.7208790999998,1.31630610000002,45.1532361,46.1604954999998,3.5,0.375,0.625,3,6,5,"(2, 2)"
188,9,4,3,3,1,1,0.35,0,1,0,0,46.1769577,46.8439595999998,48.5458509,48.5457580999998,1.7017985,50.6580005999999,51.6659963,3.5,0.333333333333333,0.666666666666667,4,6,5,"(1, 1)"
189,10,4,3,3,2,1,0.5,1,0,0,1,51.6725240999999,52.3962179,54.1052456,54.1051513,1.70893339999998,56.2172951,57.2253117999999,3.5,0.3,0.7,4,7,5,"(2, 1)"
190,11,4,3,3,1,1,0.35,0,0,1,1,57.2322147,57.9059405999999,60.0769318999999,60.0768392,2.1708986000001,62.1888712999998,63.1968715999999,3.5,0.363636363636364,0.636363636363636,4,8,5,"(1, 1)"
191,12,4,3,3,1,1,0.35,0,0,1,0,63.2035530999999,63.8213045,65.6717521999999,65.6716589999999,1.85035449999987,67.7835183999998,68.7917221,3.5,0.416666666666667,0.583333333333333,5,8,5,"(1, 1)"
192,13,4,3,3,2,1,0.5,1,0,0,0,68.7984379999998,69.6044247999998,72.1851583,72.1850654,2.58064060000015,74.2970467,75.3098691,3.5,0.384615384615385,0.615384615384615,6,8,5,"(2, 1)"
193,14,4,3,3,0,0,0.5,1,0,0,0,75.3229251999999,76.0744250999999,77.8862314999999,77.8861393999998,1.81171429999995,79.9984803,81.0067491999998,3.5,0.357142857142857,0.642857142857143,6,9,5,"(0, 0)"
194,15,4,3,3,0,2,0.35,0,0,1,1,81.0235456999999,81.6928433999999,83.3521097999999,83.3520168999999,1.65917349999995,85.4629903999999,86.4711032999999,3.5,0.4,0.6,6,10,5,"(0, 2)"
195,16,4,3,3,2,1,0.5,1,0,0,0,86.4777271999999,88.2913057999999,90.9719115999999,90.9718115999999,2.68050579999999,93.1015057999998,94.1232771999998,3.5,0.375,0.625,7,10,5,"(2, 1)"
196,17,4,3,3,1,1,0.35,0,0,1,1,94.2788569999998,94.9738282999999,97.1792938999999,97.1792002999998,2.2053719999999,99.2883838999999,100.2956774,3.5,0.411764705882353,0.588235294117647,7,11,5,"(1, 1)"
197,18,4,3,3,2,0,0.35,0,0,1,1,100.3051695,102.2345815,103.8222473,103.4090377,1.17445620000012,105.9536441,107.000518,3.5,0.444444444444444,0.555555555555556,8,11,5,"(2, 0)"
198,19,4,3,3,1,0,0.15,0,0,1,1,107.1556793,108.6292413,110.2375287,109.8813185,1.25207720000003,112.3534403,113.3805746,3.5,0.473684210526316,0.526315789473684,9,11,5,"(1, 0)"
199,20,4,3,3,0,0,0.5,1,1,1,1,113.5508164,115.2569633,116.8594339,116.2650298,1.00806650000004,118.9811276,120.0086987,3.5,0.5,0.5,10,11,5,"(0, 0)"
200,21,4,3,3,2,1,0.5,1,0,0,1,120.1635862,121.5743785,123.1863303,123.186208,1.61182949999989,125.3114672,126.3332154,3.5,0.476190476190476,0.523809523809524,11,11,5,"(2, 1)"
201,22,4,3,3,1,2,0.5,1,0,0,0,126.5337122,127.2750213,128.8384712,128.4492622,1.17424089999986,130.9422032,131.9508777,3.5,0.454545454545455,0.545454545454545,11,12,5,"(1, 2)"
202,23,4,3,3,0,0,0.5,1,1,1,1,131.9632664,134.0009587,135.6090466,134.9853924,0.984433699999954,137.7314811,138.7595722,3.5,0.478260869565217,0.521739130434783,11,13,5,"(0, 0)"
203,24,4,3,3,0,2,0.35,0,0,1,1,138.9143859,140.3142188,141.9231252,141.1365957,0.822376899999881,144.0391368,145.0634594,3.5,0.5,0.5,12,13,5,"(0, 2)"
204,25,4,3,3,2,0,0.35,0,0,1,0,145.2185871,145.9084762,148.4275505,148.4274339,2.51895769999987,150.5393344,151.54756,3.5,0.52,0.48,13,13,5,"(2, 0)"
205,26,4,3,3,0,0,0.5,1,1,1,0,151.5544704,152.2661829,154.1650857,153.4413229,1.17514000000006,156.3142897,157.346024,3.5,0.538461538461538,0.461538461538462,14,13,5,"(0, 0)"
206,27,4,3,3,1,1,0.35,0,1,0,0,157.5194502,159.0402947,160.7719439,160.7718443,1.73154959999988,162.9028109,163.9292121,3.5,0.518518518518518,0.481481481481482,15,13,5,"(1, 1)"
207,28,4,3,3,1,2,0.5,1,0,0,0,164.0858542,164.8036223,167.4129234,167.4114869,2.60786460000008,169.5301163,170.5380098,3.5,0.5,0.5,15,14,5,"(1, 2)"
208,29,4,3,3,1,0,0.15,0,0,1,1,170.5449903,171.2450062,172.7366362,172.4406241,1.19561790000012,174.8404222,175.8490021,3.5,0.517241379310345,0.482758620689655,15,15,5,"(1, 0)"
209,30,4,3,3,0,2,0.35,0,0,1,1,175.8557335,176.5799317,178.4391714,178.4390774,1.8591457,180.5513273,181.5593279,3.5,0.533333333333333,0.466666666666667,16,15,5,"(0, 2)"
210,31,4,3,3,2,1,0.5,1,1,1,1,181.5665385,182.3392831,184.9998204,184.9997168,2.66043370000011,187.1116128,188.119609,3.5,0.548387096774194,0.451612903225806,17,15,5,"(2, 1)"
211,32,4,3,3,1,2,0.5,1,1,1,1,188.1261966,188.8089044,190.7831427,190.7830501,1.97414570000001,192.8949436,193.902948,3.5,0.5625,0.4375,18,15,5,"(1, 2)"
212,33,4,3,3,1,2,0.5,1,1,1,0,193.9096913,194.5308288,196.1394382,195.8171948,1.28636600000004,198.2431156,199.2511727,3.5,0.575757575757576,0.424242424242424,19,15,5,"(1, 2)"
213,34,4,3,3,2,0,0.35,0,0,1,1,199.2686645,199.9787084,201.4781643,201.4780666,1.49935819999996,203.5899283,204.5978946,3.5,0.588235294117647,0.411764705882353,20,15,5,"(2, 0)"
214,35,4,3,3,2,1,0.5,1,1,1,1,204.6046837,205.4194697,206.8844014,206.884309,1.46483929999999,208.996185,210.0048145,3.5,0.6,0.4,21,15,5,"(2, 1)"
215,36,4,3,3,1,1,0.35,0,0,1,0,210.0116287,210.6838889,212.3267994,212.3267051,1.64281619999997,214.4386705,215.4465343,3.5,0.611111111111111,0.388888888888889,22,15,5,"(1, 1)"
216,37,4,3,3,0,0,0.5,1,1,1,1,215.4532648,216.1309019,217.6884375,217.3290589,1.19815700000004,219.7921769,220.7995444,3.5,0.621621621621622,0.378378378378378,23,15,5,"(0, 0)"
217,38,4,3,3,0,1,0.15,0,0,1,1,220.8055138,221.4762696,223.0336603,222.7286025,1.25233290000006,225.1375028,226.1447983,3.5,0.631578947368421,0.368421052631579,24,15,5,"(0, 1)"
218,39,4,3,3,0,0,0.5,1,1,1,0,226.1517482,226.8262252,228.3805018,227.9606355,1.1344102999999,230.4842739,231.4918539,3.5,0.641025641025641,0.358974358974359,25,15,5,"(0, 0)"
219,40,4,3,3,2,1,0.5,1,1,1,1,231.4987374,232.1754762,233.6223294,233.6222355,1.44675930000017,235.7337308,236.741642,3.5,0.65,0.35,26,15,5,"(2, 1)"
220,41,4,3,3,2,0,0.35,0,0,1,1,236.7587927,237.4336315,238.9914307,238.5605992,1.12696770000002,241.0951673,242.1032229,3.5,0.658536585365854,0.341463414634146,27,15,5,"(2, 0)"
221,42,4,3,3,0,0,0.5,1,1,1,1,242.1098442,242.785371,244.3420725,243.8486571,1.06328609999991,246.4457849,247.4530962,3.5,0.666666666666667,0.333333333333333,28,15,5,"(0, 0)"
222,43,4,3,3,0,2,0.35,0,0,1,0,247.4600627,249.4838857,251.052205,250.1926127,0.708726999999953,253.1748422,254.2008219,3.5,0.674418604651163,0.325581395348837,29,15,5,"(0, 2)"
223,44,4,3,3,2,0,0.35,0,0,1,1,254.3627225,255.0416478,257.0844198,257.0842972,2.04264939999985,259.1962216,260.2045469,3.5,0.681818181818182,0.318181818181818,30,15,5,"(2, 0)"
224,45,4,3,3,2,0,0.35,0,0,1,0,260.2114871,260.891415,262.453882,262.0725992,1.18118420000019,264.5579398,265.5659331,3.5,0.688888888888889,0.311111111111111,31,15,5,"(2, 0)"
225,46,4,3,3,1,2,0.5,1,1,1,1,265.5719902,266.7846139,268.7098016,268.709703,1.92508910000015,270.8399492,271.8631192,3.5,0.695652173913043,0.304347826086957,32,15,5,"(1, 2)"
226,47,4,3,3,2,1,0.5,1,1,1,1,272.027722,273.3508938,274.9311972,274.6972108,1.346317,277.0476324,278.0733584,3.5,0.702127659574468,0.297872340425532,33,15,5,"(2, 1)"
227,48,4,3,3,1,2,0.5,1,1,1,1,278.2102067,278.9385146,280.8535186,280.853393,1.91487839999991,282.9653966,283.9734415,3.5,0.708333333333333,0.291666666666667,34,15,5,"(1, 2)"
228,49,4,3,3,2,2,0.15,0,0,1,1,283.9803636,284.6788684,286.2495277,285.9046149,1.22574650000001,288.3534147,289.3611922,3.5,0.714285714285714,0.285714285714286,35,15,5,"(2, 2)"
229,50,4,3,3,0,0,0.5,1,1,1,0,289.3683497,290.2098928,291.77305,291.280871,1.07097820000013,293.8783165,294.8938233,3.5,0.72,0.28,36,15,5,"(0, 0)"
230,51,4,3,3,2,1,0.5,1,1,1,1,294.9134777,295.6058046,297.2967514,297.2966065,1.6908019,299.4082929,300.4169814,3.5,0.725490196078431,0.274509803921569,37,15,5,"(2, 1)"
231,52,4,3,3,2,1,0.5,1,1,1,1,300.4239947,301.1119804,302.5739159,302.5738231,1.46184269999981,304.6850023,305.6931268,3.5,0.730769230769231,0.269230769230769,38,15,5,"(2, 1)"
232,53,4,3,3,0,1,0.15,0,0,1,0,305.7162437,306.386945,307.8624027,307.862311,1.47536599999989,309.9734697,310.981448,3.5,0.735849056603774,0.264150943396226,39,15,5,"(0, 1)"
233,54,4,3,3,0,2,0.35,0,0,1,1,310.98829,311.6976918,313.6094462,313.6093521,1.91166029999999,315.7265394,316.7340115,3.5,0.740740740740741,0.259259259259259,40,15,5,"(0, 2)"
234,55,4,3,3,0,2,0.35,0,0,1,1,316.7403745,318.0795228,319.5930437,319.5929452,1.51342239999985,321.7183888,322.7427948,3.5,0.745454545454545,0.254545454545455,41,15,5,"(0, 2)"
235,56,4,3,3,0,0,0.5,1,1,1,1,322.8896365,323.5895986,325.1584393,324.6805886,1.09099000000015,327.2634809,328.2716027,3.5,0.75,0.25,42,15,5,"(0, 0)"
236,57,4,3,3,0,1,0.15,0,0,1,0,328.2854274,328.966554,331.3950016,331.3949085,2.42835450000007,333.5068416,334.5149117,3.5,0.754385964912281,0.245614035087719,43,15,5,"(0, 1)"
237,58,4,3,3,1,2,0.5,1,1,1,1,334.5218006,335.2565935,336.8361257,336.0732558,0.816662299999962,338.9399178,339.9479273,3.5,0.758620689655172,0.241379310344828,44,15,5,"(1, 2)"
238,59,4,3,3,1,2,0.5,1,1,1,1,339.956065,340.6501256,342.9614906,342.9613986,2.31127300000003,345.0732892,346.0812663,3.5,0.76271186440678,0.23728813559322,45,15,5,"(1, 2)"
239,60,4,3,3,1,1,0.35,0,0,1,1,346.1058691,346.7906384,348.4268823,348.4267905,1.63615210000012,350.5392454,351.5470356,3.5,0.766666666666667,0.233333333333333,46,15,5,"(1, 1)"
0,1,1,0,3,0,0,0.15,0,1,0,1,0.0107838000000129,0.65012790000003,2.36566089999997,2.3655076,1.71537969999997,4.48786269999994,5.51303429999996,3.5,0.0,1.0,1,1,20,"(0, 0)"
1,2,1,0,3,1,0,0.35,0,0,1,1,5.65910269999995,6.26370020000002,7.75190169999996,7.57883700000002,1.3151368,9.87406799999997,10.88814,3.5,0.5,0.5,1,2,20,"(1, 0)"
2,3,1,0,3,1,0,0.35,0,0,1,1,10.9622726,11.5962999999999,13.1011082,13.1009657,1.50466570000003,15.2250712,16.2319209999999,3.5,0.666666666666667,0.333333333333333,2,2,20,"(1, 0)"
3,4,1,0,3,2,2,0.35,0,1,0,0,16.2434226,16.8581872999999,18.7812698,18.781132,1.92294470000002,20.8935931999999,21.9012698,3.5,0.5,0.5,3,2,20,"(2, 2)"
4,5,1,0,3,0,0,0.15,0,1,0,0,21.9130539,22.5265882,24.2050290999999,24.2047014999999,1.67811329999995,26.3170934,27.3243206,3.5,0.4,0.6,3,3,20,"(0, 0)"
5,6,1,0,3,1,0,0.35,0,0,1,1,27.3469701,27.9538318,29.9150459,29.9148766,1.96104479999997,32.0267759,33.0349864,3.5,0.5,0.5,3,4,20,"(1, 0)"
6,7,1,0,3,2,0,0.5,1,0,0,0,33.043101,33.6552952,35.2988689,35.2987967,1.64350150000007,37.4108255,38.4186384,3.5,0.428571428571429,0.571428571428571,4,4,20,"(2, 0)"
7,8,1,0,3,1,1,0.5,1,0,0,0,38.4252559,39.0310004,41.7136393,41.7135656,2.6825652,43.8254079,44.8334803,3.5,0.375,0.625,4,5,20,"(1, 1)"
8,9,1,0,3,2,0,0.5,1,0,0,0,44.8400844,45.4525926,47.0908962,47.0908221999999,1.63822959999993,49.2027981,50.221919,3.5,0.333333333333333,0.666666666666667,4,6,20,"(2, 0)"
9,10,1,0,3,1,1,0.5,1,1,1,1,50.2288628,50.8358896999999,52.989482,52.9894085999999,2.15351889999999,55.1014249999999,56.1094267999999,3.5,0.4,0.6,4,7,20,"(1, 1)"
10,11,1,0,3,1,0,0.35,0,0,1,1,56.1158765,56.7303911,58.6301832,58.6301088,1.8997177,60.7421277999999,61.7501285,3.5,0.454545454545455,0.545454545454545,5,7,20,"(1, 0)"
11,12,1,0,3,0,1,0.35,0,0,1,0,61.7578166,62.3791238,63.8571123,63.6267888,1.24766499999998,65.9843212,67.0030111999999,3.5,0.5,0.5,6,7,20,"(0, 1)"
12,13,1,0,3,0,2,0.5,1,0,0,1,67.0095147,67.6213421,69.4542984,69.4542245,1.83288240000002,71.566272,72.5750266,3.5,0.461538461538462,0.538461538461538,7,7,20,"(0, 2)"
13,14,1,0,3,2,1,0.15,0,0,1,1,72.5806871,73.1924999,74.6773605999999,74.6772863,1.48478639999996,76.8009952,77.8170639,3.5,0.5,0.5,7,8,20,"(2, 1)"
14,15,1,0,3,1,1,0.5,1,1,1,0,77.8248387,78.4330249999999,80.6393431,80.6392691,2.20624410000005,82.7512154999999,83.7593455,3.5,0.533333333333333,0.466666666666667,8,8,20,"(1, 1)"
15,16,1,0,3,0,1,0.35,0,0,1,0,83.7657988,84.3819847,85.8658931,85.586823,1.20483830000001,87.9879716,88.9977149,3.5,0.5625,0.4375,9,8,20,"(0, 1)"
16,17,1,0,3,0,2,0.5,1,0,0,0,89.0122266999999,89.6165056999999,91.1053283,90.9706172,1.35411150000004,93.2288956,94.2444874,3.5,0.529411764705882,0.470588235294118,10,8,20,"(0, 2)"
17,18,1,0,3,0,1,0.35,0,0,1,1,94.2501288999999,94.8607714999999,96.8907111,96.890637,2.02986550000003,99.0025422,100.0108393,3.5,0.555555555555556,0.444444444444444,10,9,20,"(0, 1)"
18,19,1,0,3,0,2,0.5,1,0,0,0,100.0175732,100.6394463,102.1173581,101.9866469,1.34720059999995,104.2389371,105.2459779,3.5,0.526315789473684,0.473684210526316,11,9,20,"(0, 2)"
19,20,1,0,3,1,1,0.5,1,1,1,1,105.2516436,105.8569216,107.4131015,107.4128903,1.55596869999999,109.5366044,110.5499858,3.5,0.55,0.45,11,10,20,"(1, 1)"
20,21,1,0,3,2,0,0.5,1,0,0,1,110.5575842,111.1630166,112.5952318,112.5951577,1.43214109999997,114.7188783,115.7324528,3.5,0.523809523809524,0.476190476190476,12,10,20,"(2, 0)"
21,22,1,0,3,0,1,0.35,0,0,1,1,115.7389503,116.3593594,118.2282902,118.2282159,1.86885649999999,120.3399979,121.3481562,3.5,0.545454545454545,0.454545454545455,12,11,20,"(0, 1)"
22,23,1,0,3,2,2,0.35,0,1,0,1,121.36323,121.9755614,123.8517313,123.8516565,1.87609510000004,125.9636836,126.9719421,3.5,0.521739130434783,0.478260869565217,13,11,20,"(2, 2)"
23,24,1,0,3,1,1,0.5,1,1,1,1,126.9792459,127.5991875,129.0837644,128.7387899,1.13960240000006,131.187393,132.1950256,3.5,0.541666666666667,0.458333333333333,13,12,20,"(1, 1)"
24,25,1,0,3,1,0,0.35,0,0,1,1,132.2015149,132.8201031,134.3024501,133.8186302,0.998527100000047,136.4062887,137.4153092,3.5,0.56,0.44,14,12,20,"(1, 0)"
