Unnamed: 0,trialNumber,runNumber,visualSet,audioSet,visual,audio,combinationConditionalProbability,correctResponse,chosenKey,accurate,reward,startTime,stimulusOnsetTime,stimulusOffsetTime,responsePressTime,responseTime,feedbackOnsetTime,feedbackOffsetTime,responseTimeThreshold,totalAccuracy,totalErrorRate,accurateIndex,inaccurateIndex,participantID,stimulusPair
166,47,3,2,3,1,0,0.35,0,0,1,0,287.1815555,288.681076,290.2899632,289.3670226,0.685946600000079,292.4104782,293.4498963,3.5,0.48936170212766,0.51063829787234,23,25,11,"(1, 0)"
167,48,3,2,3,1,0,0.35,0,0,1,1,293.6218338,294.3375156,296.4634857,295.0710536,0.733537999999953,298.5788515,299.6071388,3.5,0.5,0.5,24,25,11,"(1, 0)"
168,49,3,2,3,0,2,0.35,0,0,1,1,299.6530337,300.5849499,302.2691305,301.4870732,0.902123300000085,304.4137043,305.4526644,3.5,0.510204081632653,0.489795918367347,25,25,11,"(0, 2)"
169,50,3,2,3,0,2,0.35,0,0,1,1,305.5975203,307.0680175,308.6572046,307.6390284,0.571010900000147,310.7740392,311.8175538,3.5,0.52,0.48,26,25,11,"(0, 2)"
170,51,3,2,3,2,1,0.35,0,1,0,1,311.9713911,313.8285595,315.4246598,314.5988253,0.770265800000061,317.545775,318.5827608,3.5,0.509803921568627,0.490196078431373,27,25,11,"(2, 1)"
171,52,3,2,3,2,1,0.35,0,1,0,0,318.7436517,319.4446452,321.4218017,320.2148367,0.770191499999783,323.5672274,324.605097,3.5,0.5,0.5,27,26,11,"(2, 1)"
172,53,3,2,3,0,1,0.5,1,0,0,0,324.7796434,327.2288885,329.3898807,327.7587896,0.529901099999961,331.527885,332.563667,3.5,0.490566037735849,0.509433962264151,27,27,11,"(0, 1)"
173,54,3,2,3,0,1,0.5,1,0,0,0,332.7394167,334.5675175,336.1590711,335.1509692,0.583451700000069,338.2834201,339.308471,3.5,0.481481481481481,0.518518518518519,27,28,11,"(0, 1)"
174,55,3,2,3,2,0,0.5,1,0,0,0,339.454872,340.8032259,343.2060106,341.5509892,0.74776329999986,345.3604454,346.398257,3.5,0.472727272727273,0.527272727272727,27,29,11,"(2, 0)"
175,56,3,2,3,1,1,0.15,0,0,1,0,346.5765774,347.7220078,349.7974124,348.2869646,0.564956800000118,351.9221974,352.9433578,3.5,0.482142857142857,0.517857142857143,27,30,11,"(1, 1)"
176,57,3,2,3,2,0,0.5,1,0,0,0,353.0076411,353.9593616,355.5150735,354.9509295,0.991567899999836,357.6213406,358.63404,3.5,0.473684210526316,0.526315789473684,28,30,11,"(2, 0)"
177,58,3,2,3,2,2,0.15,0,0,1,1,358.6486265,359.3931507,362.2366834,360.2309368,0.83778610000013,364.3848578,365.4222788,3.5,0.482758620689655,0.517241379310345,28,31,11,"(2, 2)"
178,59,3,2,3,1,2,0.5,1,1,1,0,365.6315509,366.6983273,368.2781387,367.3027034,0.604376100000081,370.3804827,371.3985896,3.5,0.491525423728814,0.508474576271186,29,31,11,"(1, 2)"
179,60,3,2,3,2,1,0.35,0,1,0,0,371.4191522,372.4932993,374.5509708,373.26289,0.769590700000208,376.7005499,377.7430153,3.5,0.483333333333333,0.516666666666667,30,31,11,"(2, 1)"
180,1,4,3,1,2,1,0.35,0,1,0,1,0.0006992999999511,0.743860799999993,2.31850889999987,2.31842519999987,1.57456439999987,4.44228589999989,5.4648866,3.5,0.0,1.0,1,1,11,"(2, 1)"
181,2,4,3,1,0,2,0.35,0,1,0,0,5.50090380000006,6.20984709999993,7.78506119999997,7.78498149999996,1.57513440000002,9.9087634,10.9257494999999,3.5,0.0,1.0,1,2,11,"(0, 2)"
182,3,4,3,1,1,2,0.5,1,0,0,0,11.0192379,11.7778822999999,13.3038741999999,13.3037919000001,1.5259096000002,15.4274786000001,16.4388681999999,3.5,0.0,1.0,1,3,11,"(1, 2)"
183,4,4,3,1,1,2,0.5,1,0,0,0,16.4509733,17.1567560000001,18.7167420999999,17.9815632,0.824807199999896,20.8226090000001,21.8327669,3.5,0.0,1.0,1,4,11,"(1, 2)"
184,5,4,3,1,1,0,0.35,0,1,0,0,21.854452,22.5878439000001,25.0341624,23.3897443999999,0.801900499999874,27.1765055000001,28.2247625,3.5,0.0,1.0,1,5,11,"(1, 0)"
185,6,4,3,1,1,2,0.5,1,0,0,1,28.3994293000001,29.6935598,31.2928672,30.3817566999999,0.688196899999866,33.4193665999999,34.4442572,3.5,0.0,1.0,1,6,11,"(1, 2)"
186,7,4,3,1,0,1,0.5,1,0,0,0,34.6122817999999,35.3290950999999,36.7847508,36.7846529000001,1.45555780000018,38.9083386,39.9309741,3.5,0.0,1.0,1,7,11,"(0, 1)"
187,8,4,3,1,0,1,0.5,1,0,0,1,39.9371936,41.7494406999999,43.3459522999999,42.6537045,0.904263800000081,45.4656365999999,46.5009402000001,3.5,0.0,1.0,1,8,11,"(0, 1)"
188,9,4,3,1,2,1,0.35,0,1,0,0,46.630537,47.8135144999999,49.8077464999999,48.6135079000001,0.799993400000176,51.9560901,53.0088426,3.5,0.0,1.0,1,9,11,"(2, 1)"
189,10,4,3,1,1,2,0.5,1,0,0,0,53.1801743999999,55.0345557999999,56.6727378999999,56.0136686000001,0.979112800000166,58.7998802,59.8456874000001,3.5,0.0,1.0,1,10,11,"(1, 2)"
190,11,4,3,1,1,2,0.5,1,0,0,0,60.0165757,61.7540633999999,63.3552901,62.4616215999999,0.707558199999994,65.4718479999999,66.5218339,3.5,0.0,1.0,1,11,11,"(1, 2)"
191,12,4,3,1,0,0,0.15,0,0,1,0,66.6915789,68.3757475,69.9494514999999,69.5576722999999,1.18192479999993,72.0846905999999,73.1155467999999,3.5,0.0833333333333333,0.916666666666667,1,12,11,"(0, 0)"
192,13,4,3,1,0,2,0.35,0,1,0,1,73.2751358999999,74.7273181,77.0393744999999,75.6216645,0.894346399999904,79.180083,80.2233060999999,3.5,0.0769230769230769,0.923076923076923,2,12,11,"(0, 2)"
193,14,4,3,1,2,1,0.35,0,1,0,0,80.3818057999999,81.3645412000001,83.9547087000001,82.3574598999999,0.992918699999791,86.0996505000001,87.1412895000001,3.5,0.0714285714285714,0.928571428571429,2,13,11,"(2, 1)"
194,15,4,3,1,0,1,0.5,1,1,1,1,87.3209537999999,89.5456294999999,91.5684514,90.3336749,0.788045400000101,93.7129769000001,94.744782,3.5,0.133333333333333,0.866666666666667,2,14,11,"(0, 1)"
195,16,4,3,1,0,2,0.35,0,1,0,1,94.8920912999999,95.8888469999999,98.0185047,97.0055603999999,1.11671339999998,100.1722354,101.2034839,3.5,0.125,0.875,3,14,11,"(0, 2)"
196,17,4,3,1,2,0,0.5,1,0,0,1,101.4026966,102.4390716,104.0180167,103.5576116,1.11853999999994,106.1348252,107.1581955,3.5,0.117647058823529,0.882352941176471,3,15,11,"(2, 0)"
197,18,4,3,1,0,2,0.35,0,1,0,0,107.1835998,108.927684,110.5143523,110.0054085,1.07772449999993,112.6545859,113.7821322,3.5,0.111111111111111,0.888888888888889,3,16,11,"(0, 2)"
198,19,4,3,1,2,0,0.5,1,0,0,0,113.9345279,115.1452291,117.4735491,116.0695765,0.924347399999988,119.6190466,120.6695283,3.5,0.105263157894737,0.894736842105263,3,17,11,"(2, 0)"
199,20,4,3,1,0,1,0.5,1,0,0,0,120.8537491,122.1090275,125.4367998,123.3416485,1.23262100000011,127.6121769,128.6566689,3.5,0.1,0.9,3,18,11,"(0, 1)"
200,21,4,3,1,1,2,0.5,1,0,0,0,128.8012536,129.8573583,131.4306288,130.9335931,1.07623480000007,133.5479833,134.5640585,3.5,0.0952380952380952,0.904761904761905,3,19,11,"(1, 2)"
201,22,4,3,1,0,1,0.5,1,0,0,0,134.5994689,135.3253134,136.9262349,136.3416952,1.01638180000009,139.0303079,140.0388904,3.5,0.0909090909090909,0.909090909090909,3,20,11,"(0, 1)"
202,23,4,3,1,2,2,0.15,0,0,1,1,140.0529761,142.2637943,143.8902568,143.0455889,0.781794600000012,146.0040966,147.0356841,3.5,0.130434782608696,0.869565217391304,3,21,11,"(2, 2)"
203,24,4,3,1,1,1,0.15,0,0,1,0,147.2768427,148.1159366,150.3616207,149.0773243,0.961387699999932,152.5138122,153.5574847,3.5,0.166666666666667,0.833333333333333,4,21,11,"(1, 1)"
204,25,4,3,1,1,1,0.15,0,0,1,1,153.7331065,154.8008192,156.9052711,155.3173036,0.516484400000081,159.053336,160.0899512,3.5,0.2,0.8,5,21,11,"(1, 1)"
205,26,4,3,1,0,2,0.35,0,1,0,0,160.2308297,161.0579804,162.6621767,162.1012959,1.04331550000006,164.777025,165.7889321,3.5,0.192307692307692,0.807692307692308,6,21,11,"(0, 2)"
206,27,4,3,1,2,0,0.5,1,0,0,0,165.7979455,167.3726621,168.9924665,168.5015017,1.12883959999999,171.1268117,172.1584654,3.5,0.185185185185185,0.814814814814815,6,22,11,"(2, 0)"
207,28,4,3,1,1,0,0.35,0,1,0,1,172.3437746,174.6254048,176.2503208,175.6294824,1.00407759999985,178.3932434,179.4224418,3.5,0.178571428571429,0.821428571428571,6,23,11,"(1, 0)"
208,29,4,3,1,2,0,0.5,1,0,0,0,179.5643414,181.2698311,182.881649,182.1495133,0.879682200000161,184.9934504,186.0188673,3.5,0.172413793103448,0.827586206896552,6,24,11,"(2, 0)"
209,30,4,3,1,2,1,0.35,0,1,0,0,186.2004439,188.7898546,190.2324553,190.2323724,1.44251780000013,192.369995,193.4048558,3.5,0.166666666666667,0.833333333333333,6,25,11,"(2, 1)"
210,31,4,3,1,2,2,0.15,0,0,1,1,193.5426174,194.2506156,195.9482239,195.0534566,0.802840999999944,198.07977,199.1038099,3.5,0.193548387096774,0.806451612903226,6,26,11,"(2, 2)"
211,32,4,3,1,2,0,0.5,1,0,0,0,199.2059113,200.5600776,202.7161689,201.5493924,0.989314800000102,204.8567787,205.8865012,3.5,0.1875,0.8125,7,26,11,"(2, 0)"
212,33,4,3,1,0,1,0.5,1,0,0,1,206.0516439,207.0756245,208.750214,208.7501314,1.67450689999987,210.8757014,211.8978231,3.5,0.181818181818182,0.818181818181818,7,27,11,"(0, 1)"
213,34,4,3,1,1,0,0.35,0,1,0,1,211.910671,213.2205158,215.1883806,213.9653729,0.74485709999999,217.3335799,218.3690666,3.5,0.176470588235294,0.823529411764706,7,28,11,"(1, 0)"
214,35,4,3,1,1,2,0.5,1,0,0,0,218.5756596,219.8731448,221.4723458,220.7732149,0.900070099999994,223.5924343,224.6347718,3.5,0.171428571428571,0.828571428571429,7,29,11,"(1, 2)"
215,36,4,3,1,1,0,0.35,0,1,0,0,224.7824379,226.1455945,227.7433774,226.9811959,0.835601399999859,229.8633695,230.8969276,3.5,0.166666666666667,0.833333333333333,7,30,11,"(1, 0)"
216,37,4,3,1,1,0,0.35,0,1,0,0,231.086518,233.0006022,234.5162579,233.6694694,0.668867200000022,236.6360488,237.6611816,3.5,0.162162162162162,0.837837837837838,7,31,11,"(1, 0)"
217,38,4,3,1,0,0,0.15,0,0,1,1,237.8134333,238.6718492,241.6212469,239.4533812,0.78153199999997,243.7710829,244.8079395,3.5,0.184210526315789,0.815789473684211,7,32,11,"(0, 0)"
218,39,4,3,1,1,2,0.5,1,0,0,0,244.969572,245.7508263,247.584157,246.6213097,0.870483400000012,249.6867365,250.7011468,3.5,0.179487179487179,0.82051282051282,8,32,11,"(1, 2)"
219,40,4,3,1,0,1,0.5,1,0,0,1,250.7174074,252.6344903,254.2291594,253.6051281,0.970637800000077,256.3527459,257.3898625,3.5,0.175,0.825,8,33,11,"(0, 1)"
220,41,4,3,1,2,0,0.5,1,0,0,0,257.5708751,258.3076566,260.7505478,259.1893295,0.881672900000012,262.8915406,263.9318766,3.5,0.170731707317073,0.829268292682927,8,34,11,"(2, 0)"
221,42,4,3,1,2,1,0.35,0,1,0,0,264.0837186,265.5609454,267.0169468,267.0168629,1.45591749999994,269.1613746,270.1928647,3.5,0.166666666666667,0.833333333333333,8,35,11,"(2, 1)"
222,43,4,3,1,2,1,0.35,0,1,0,0,270.3777483,271.6819655,273.8493111,272.9972723,1.31530680000014,276.0201968,277.0589114,3.5,0.162790697674419,0.837209302325581,8,36,11,"(2, 1)"
223,44,4,3,1,2,0,0.5,1,0,0,0,277.2314109,278.3797732,281.4031112,279.2130927,0.833319500000016,283.5497649,284.5960097,3.5,0.159090909090909,0.840909090909091,8,37,11,"(2, 0)"
224,45,4,3,1,2,2,0.15,0,0,1,1,284.7511654,286.258223,289.1793468,287.3092959,1.05107290000001,291.3434704,292.3852646,3.5,0.177777777777778,0.822222222222222,8,38,11,"(2, 2)"
225,46,4,3,1,0,1,0.5,1,0,0,1,292.5439649,293.5826142,296.3361006,294.6772135,1.0945992999998,298.494662,299.5391035,3.5,0.173913043478261,0.826086956521739,9,38,11,"(0, 1)"
226,47,4,3,1,0,1,0.5,1,0,0,0,299.7016172,300.7130722,302.3038782,301.837245,1.1241728,304.429259,305.4580188,3.5,0.170212765957447,0.829787234042553,9,39,11,"(0, 1)"
227,48,4,3,1,2,1,0.35,0,1,0,1,305.4714071,306.1710192,307.7433445,306.9973001,0.826280900000029,309.8456105,310.8647737,3.5,0.166666666666667,0.833333333333333,9,40,11,"(2, 1)"
228,49,4,3,1,1,0,0.35,0,1,0,0,310.8912374,311.6606412,313.2150511,312.461013,0.800371799999994,315.3322985,316.3406981,3.5,0.163265306122449,0.836734693877551,9,41,11,"(1, 0)"
229,50,4,3,1,0,2,0.35,0,1,0,0,316.3547213,317.0922462,318.6623053,318.2212047,1.12895849999995,320.7778948,321.7911714,3.5,0.16,0.84,9,42,11,"(0, 2)"
230,51,4,3,1,1,0,0.35,0,1,0,1,321.7999941,322.5125469,324.077582,323.1970115,0.684464599999956,326.1843519,327.1968928,3.5,0.156862745098039,0.843137254901961,9,43,11,"(1, 0)"
231,52,4,3,1,1,2,0.5,1,0,0,0,327.2110935,327.9337875,329.5425701,328.5730977,0.639310200000182,331.6539122,332.6691945,3.5,0.153846153846154,0.846153846153846,9,44,11,"(1, 2)"
232,53,4,3,1,2,0,0.5,1,0,0,1,332.6795481,333.4213099,334.9880444,334.1409871,0.719677200000206,337.0970931,338.1032394,3.5,0.150943396226415,0.849056603773585,9,45,11,"(2, 0)"
233,54,4,3,1,0,2,0.35,0,1,0,1,338.1151636,339.5757101,341.2050106,340.2849627,0.709252600000127,343.3242358,344.3529046,3.5,0.148148148148148,0.851851851851852,9,46,11,"(0, 2)"
234,55,4,3,1,1,1,0.15,0,0,1,0,344.501243,346.05794,347.6564848,347.1091291,1.0511891000001,349.7917267,350.8278264,3.5,0.163636363636364,0.836363636363636,9,47,11,"(1, 1)"
235,56,4,3,1,2,0,0.5,1,0,0,0,350.988735,351.7496797,353.314028,352.5091412,0.759461500000043,355.4170241,356.4452968,3.5,0.160714285714286,0.839285714285714,10,47,11,"(2, 0)"
236,57,4,3,1,2,0,0.5,1,0,0,0,356.4579875,358.1841847,359.7877247,358.9169451,0.732760399999961,361.9024858,362.9382642,3.5,0.157894736842105,0.842105263157895,10,48,11,"(2, 0)"
237,58,4,3,1,0,1,0.5,1,0,0,0,363.0864002,364.1308197,365.7948747,365.7947654,1.66394569999989,367.9066993,368.9235687,3.5,0.155172413793103,0.844827586206897,10,49,11,"(0, 1)"
238,59,4,3,1,1,2,0.5,1,0,0,0,368.9298456,370.4818007,372.3749584,371.2451758,0.763375100000076,374.5237923,375.5550571,3.5,0.152542372881356,0.847457627118644,10,50,11,"(1, 2)"
239,60,4,3,1,0,0,0.15,0,1,0,0,375.7458136,376.7581826,378.4572681,377.3251139,0.566931299999851,380.584068,381.6186593,3.5,0.15,0.85,10,51,11,"(0, 0)"
0,1,1,0,2,0,1,0.35,0,1,0,0,0.0102117999999791,0.658012699999972,3.01512379999997,3.0149735,2.35696080000002,5.16432889999999,6.17516650000005,3.5,0.0,1.0,1,1,16,"(0, 1)"
1,2,1,0,2,0,0,0.5,1,1,1,1,6.34702019999997,6.94071299999996,8.46969790000003,8.46955890000004,1.52884590000008,10.5936710999999,11.6050384,3.5,0.5,0.5,1,2,16,"(0, 0)"
2,3,1,0,2,2,1,0.15,0,1,0,0,11.6779553,12.2967786,13.9004473,13.9002957,1.60351709999998,16.0127050999999,17.0216143,3.5,0.333333333333333,0.666666666666667,2,2,16,"(2, 1)"
3,4,1,0,2,1,2,0.35,0,1,0,1,17.0377406,17.6618089,19.3151852,19.3150543,1.65324540000006,21.4390344,22.4625983,3.5,0.25,0.75,2,3,16,"(1, 2)"
4,5,1,0,2,1,0,0.15,0,0,1,1,22.474051,23.0920288999999,24.7803206,24.7800268,1.68799790000003,26.8945633,27.9041437,3.5,0.4,0.6,2,4,16,"(1, 0)"
5,6,1,0,2,2,0,0.35,0,1,0,0,27.9260325,28.5371966,29.9458388,29.9456301,1.4084335,32.0761527,33.0866516,3.5,0.333333333333333,0.666666666666667,3,4,16,"(2, 0)"
6,7,1,0,2,1,1,0.5,1,0,0,1,33.0946112,33.7119017,35.1898788,34.993863,1.28196130000003,37.321689,38.3382689,3.5,0.285714285714286,0.714285714285714,3,5,16,"(1, 1)"
7,8,1,0,2,1,1,0.5,1,0,0,0,38.3448085,38.9656156999999,40.4440442,40.1938871,1.22827140000004,42.5649958,43.5826776,3.5,0.25,0.75,3,6,16,"(1, 1)"
8,9,1,0,2,2,0,0.35,0,0,1,0,43.5884817,44.2104897,46.2857778,46.2857063,2.07521659999998,48.3976130999999,49.4073237,3.5,0.333333333333333,0.666666666666667,3,7,16,"(2, 0)"
9,10,1,0,2,2,0,0.35,0,1,0,0,49.4129867,50.0337165,51.5110913999999,51.5110185999999,1.47730209999997,53.6346781,54.6502306,3.5,0.3,0.7,4,7,16,"(2, 0)"
10,11,1,0,2,2,1,0.15,0,0,1,1,54.6566241,55.2672976,57.7222356,57.7221645,2.45486689999996,59.8340790999999,60.8422189,3.5,0.363636363636364,0.636363636363636,4,8,16,"(2, 1)"
11,12,1,0,2,0,1,0.35,0,1,0,0,60.8489834,61.4684919,63.9324476,63.9323765,2.46388460000003,66.0442896,67.0526513,3.5,0.333333333333333,0.666666666666667,5,8,16,"(0, 1)"
12,13,1,0,2,0,1,0.35,0,0,1,0,67.0590918,67.6816899,69.461515,69.4614398,1.77974989999996,71.5732585,72.5812978,3.5,0.384615384615385,0.615384615384615,5,9,16,"(0, 1)"
13,14,1,0,2,1,2,0.35,0,1,0,0,72.5881239,73.2086908,75.2124471,75.2123761,2.00368530000003,77.3241991,78.3324502,3.5,0.357142857142857,0.642857142857143,6,9,16,"(1, 2)"
14,15,1,0,2,1,1,0.5,1,1,1,1,78.3388909,78.9515124,80.6968146,80.6967433999999,1.74523099999999,82.8086401,83.8166643,3.5,0.4,0.6,6,10,16,"(1, 1)"
15,16,1,0,2,1,2,0.35,0,0,1,1,83.8224232,84.4355583,85.9130536,85.825797,1.39023869999994,88.0305185,89.0411375,3.5,0.4375,0.5625,7,10,16,"(1, 2)"
16,17,1,0,2,0,2,0.15,0,1,0,1,89.0553723,89.6586057,91.1452412,91.0257602,1.36715450000008,93.267955,94.2751527,3.5,0.411764705882353,0.588235294117647,8,10,16,"(0, 2)"
17,18,1,0,2,2,2,0.5,1,0,0,0,94.2808497999999,94.9060762,96.3848822,96.1457948,1.23971859999995,98.5014123,99.5085223,3.5,0.388888888888889,0.611111111111111,8,11,16,"(2, 2)"
18,19,1,0,2,2,2,0.5,1,0,0,0,99.5148935,100.1366539,101.6408603,101.640785,1.5041311,103.7644668,104.7707718,3.5,0.368421052631579,0.631578947368421,8,12,16,"(2, 2)"
19,20,1,0,2,2,2,0.5,1,1,1,0,104.7772164,105.3924601,106.8716622,106.5779614,1.18550129999994,108.9869868,109.992282,3.5,0.4,0.6,8,13,16,"(2, 2)"
20,21,1,0,2,0,0,0.5,1,1,1,1,109.9979643,110.6167338,112.9508537,112.9507811,2.33404729999995,115.0627435,116.0719753,3.5,0.428571428571429,0.571428571428571,9,13,16,"(0, 0)"
21,22,1,0,2,0,0,0.5,1,1,1,1,116.0776498,116.6944602,118.1754172,117.9778758,1.28341560000001,120.2982556,121.3122241,3.5,0.454545454545455,0.545454545454545,10,13,16,"(0, 0)"
22,23,1,0,2,1,1,0.5,1,1,1,1,121.3269341,121.9478148,123.424173,123.2337381,1.28592330000004,125.5498197,126.5679262,3.5,0.478260869565217,0.521739130434783,11,13,16,"(1, 1)"
23,24,1,0,2,1,2,0.35,0,0,1,1,126.5743237,127.1978657,128.7728559,128.7727823,1.57491660000005,130.8964999,131.9079434,3.5,0.5,0.5,12,13,16,"(1, 2)"
24,25,1,0,2,0,0,0.5,1,1,1,1,131.913497,132.5269059,134.0049212,133.92171,1.39480409999999,136.1275738,137.1391848,3.5,0.52,0.48,13,13,16,"(0, 0)"
25,26,1,0,2,2,0,0.35,0,0,1,0,137.1447839,137.7692165,139.247627,138.8339133,1.06469679999998,141.3588785,142.3760977,3.5,0.538461538461538,0.461538461538462,14,13,16,"(2, 0)"
26,27,1,0,2,1,1,0.5,1,1,1,1,142.382438,143.0065252,144.4895208,144.2016946,1.19516940000005,146.6130738,147.6201372,3.5,0.555555555555556,0.444444444444444,15,13,16,"(1, 1)"
27,28,1,0,2,1,2,0.35,0,0,1,1,147.6258547,148.2511809,149.7364425,149.345903,1.09472210000001,151.848145,152.8649979,3.5,0.571428571428571,0.428571428571429,16,13,16,"(1, 2)"
28,29,1,0,2,2,2,0.5,1,0,0,1,152.8714636,153.492688,155.3925409,155.3924665,1.89977849999991,157.5045076,158.5127316,3.5,0.551724137931034,0.448275862068966,17,13,16,"(2, 2)"
29,30,1,0,2,1,1,0.5,1,1,1,0,158.5273165,159.1463288,160.6238774,160.5216601,1.37533129999997,162.7442495,163.7584798,3.5,0.566666666666667,0.433333333333333,17,14,16,"(1, 1)"
30,31,1,0,2,0,0,0.5,1,0,0,0,163.7656919,164.3744375,166.8244402,166.8243682,2.44993069999998,168.9364088,169.9443746,3.5,0.548387096774194,0.451612903225806,18,14,16,"(0, 0)"
31,32,1,0,2,2,2,0.5,1,0,0,0,169.950159,170.5717643,172.1451747,172.145099,1.57333469999992,174.2688232,175.2784121,3.5,0.53125,0.46875,18,15,16,"(2, 2)"
32,33,1,0,2,1,0,0.15,0,0,1,0,175.2849386,175.8969479,177.9010575,177.900983,2.00403510000001,180.0128969,181.0222988,3.5,0.545454545454545,0.454545454545455,18,16,16,"(1, 0)"
33,34,1,0,2,2,1,0.15,0,0,1,1,181.0295595,181.6486487,183.1381461,182.9617228,1.31307409999999,185.2537418,186.2640178,3.5,0.558823529411765,0.441176470588235,19,16,16,"(2, 1)"
34,35,1,0,2,0,0,0.5,1,0,0,0,186.270388,186.8791401,189.1162759,189.1161906,2.23705050000001,191.2281102,192.2359156,3.5,0.542857142857143,0.457142857142857,20,16,16,"(0, 0)"
35,36,1,0,2,1,2,0.35,0,0,1,1,192.2501483,192.8691182,194.3326003,194.332525,1.46340680000003,196.4562902,197.4646236,3.5,0.555555555555556,0.444444444444444,20,17,16,"(1, 2)"
36,37,1,0,2,0,1,0.35,0,1,0,1,197.4713991,198.0869137,199.7876015,199.7875284,1.70061470000007,201.8995467,202.9075982,3.5,0.540540540540541,0.459459459459459,21,17,16,"(0, 1)"
37,38,1,0,2,0,0,0.5,1,0,0,0,202.9139388,203.5271105,205.0049837,204.7215437,1.19443319999993,207.1310314,208.1424209,3.5,0.526315789473684,0.473684210526316,21,18,16,"(0, 0)"
38,39,1,0,2,0,1,0.35,0,1,0,0,208.1489266,208.7693721,210.6918275,210.6917518,1.92237970000008,212.8036638,213.8117044,3.5,0.512820512820513,0.487179487179487,21,19,16,"(0, 1)"
39,40,1,0,2,0,1,0.35,0,0,1,1,213.8179912,214.4383103,216.7251315,216.7250541,2.28674379999995,218.8368578,219.8449739,3.5,0.525,0.475,21,20,16,"(0, 1)"
40,41,1,0,2,2,0,0.35,0,1,0,1,219.8507678,220.4715838,221.973045,221.6336769,1.16209309999999,224.0778679,225.1009319,3.5,0.51219512195122,0.48780487804878,22,20,16,"(2, 0)"
41,42,1,0,2,1,1,0.5,1,1,1,0,225.1149475,225.756035,228.1574129,228.157335,2.40129999999999,230.269225,231.2774377,3.5,0.523809523809524,0.476190476190476,22,21,16,"(1, 1)"
42,43,1,0,2,2,2,0.5,1,0,0,1,231.2839799,231.9307325,233.3953203,233.3952414,1.46450890000006,235.5189449,236.5241632,3.5,0.511627906976744,0.488372093023256,23,21,16,"(2, 2)"
43,44,1,0,2,2,0,0.35,0,1,0,0,236.5307022,237.2472474,238.8539992,238.1936525,0.946405099999993,240.9581382,241.9756393,3.5,0.5,0.5,23,22,16,"(2, 0)"
44,45,1,0,2,0,0,0.5,1,0,0,0,241.982997,242.7088029,244.6902735,244.6901971,1.98139419999995,246.8021712,247.8101804,3.5,0.488888888888889,0.511111111111111,23,23,16,"(0, 0)"
45,46,1,0,2,1,0,0.15,0,0,1,1,247.8177796,248.535658,250.136302,249.689425,1.15376700000002,252.2610723,253.271251,3.5,0.5,0.5,23,24,16,"(1, 0)"
46,47,1,0,2,2,2,0.5,1,0,0,0,253.2777231,254.000144,255.604692,255.1936687,1.19352470000001,257.7334293,258.7394849,3.5,0.48936170212766,0.51063829787234,24,24,16,"(2, 2)"
47,48,1,0,2,2,2,0.5,1,0,0,0,258.7472293,259.4723904,260.9970875,260.9970074,1.52461700000003,263.1207434,264.131746,3.5,0.479166666666667,0.520833333333333,24,25,16,"(2, 2)"
48,49,1,0,2,0,0,0.5,1,0,0,0,264.1462446,264.8647445,266.7902882,266.7902117,1.92546719999996,268.9022108,269.9125736,3.5,0.469387755102041,0.530612244897959,24,26,16,"(0, 0)"
49,50,1,0,2,1,1,0.5,1,1,1,0,269.9202592,270.6370672,272.8715624,272.8714844,2.23441719999994,274.983421,275.9915023,3.5,0.48,0.52,24,27,16,"(1, 1)"
50,51,1,0,2,2,2,0.5,1,0,0,1,275.9989777,276.7399172,278.9570174,278.9569387,2.21702149999999,281.0687797,282.0770226,3.5,0.470588235294118,0.529411764705882,25,27,16,"(2, 2)"
51,52,1,0,2,1,2,0.35,0,0,1,1,282.0832525,282.8056801,285.0575109,285.0574231,2.25174299999992,287.1693193,288.1775194,3.5,0.480769230769231,0.519230769230769,25,28,16,"(1, 2)"
52,53,1,0,2,0,1,0.35,0,1,0,1,288.1853253,288.9050149,290.4988266,290.0815578,1.17654290000007,292.6303613,293.6366322,3.5,0.471698113207547,0.528301886792453,26,28,16,"(0, 1)"
53,54,1,0,2,1,1,0.5,1,0,0,0,293.6439813,294.3636509,295.9585307,295.7616297,1.39797879999992,298.085345,299.0990292,3.5,0.462962962962963,0.537037037037037,26,29,16,"(1, 1)"
54,55,1,0,2,1,1,0.5,1,0,0,0,299.1133651,299.8394224,301.4348927,301.4348145,1.59539210000003,303.5466842,304.5554707,3.5,0.454545454545455,0.545454545454545,26,30,16,"(1, 1)"
55,56,1,0,2,2,0,0.35,0,1,0,0,304.5620075,305.2740934,306.8595313,306.2895325,1.01543910000009,308.9683273,309.9852489,3.5,0.446428571428571,0.553571428571429,26,31,16,"(2, 0)"
56,57,1,0,2,0,2,0.15,0,1,0,0,309.9909532,310.7062362,312.3039404,311.9533387,1.24710249999998,314.4334127,315.4414009,3.5,0.43859649122807,0.56140350877193,26,32,16,"(0, 2)"
57,58,1,0,2,2,2,0.5,1,0,0,1,315.4472115,316.1543268,317.7431599,317.4414747,1.28714790000004,319.8705085,320.8856823,3.5,0.431034482758621,0.568965517241379,26,33,16,"(2, 2)"
58,59,1,0,2,0,0,0.5,1,0,0,0,320.8912861,321.6138901,324.4456575,324.4455788,2.83168869999986,326.5616972,327.5669055,3.5,0.423728813559322,0.576271186440678,26,34,16,"(0, 0)"
